id,title,text_features,language,topics,stargazers_count,open_issues_count,html_url
d6b1219c-d639-4ae0-939d-1d07c47327c8,sampotts/plyr,plyr a simple html5 youtube and vimeo player,JavaScript,"youtube,javascript",28866,917,https://github.com/sampotts/plyr
3b0b3b44-4cd9-4518-8a2e-b9ba681deb4f,songquanpeng/one-api,one api llm api openai azure anthropic claude google gemini deepseek chatglm 360 api key docker llm api management key redistribution system unifying multiple providers under a single api single binary docker ready with an english ui,JavaScript,"proxy,chatgpt,gpt,openai,api,api-gateway,gemini",26085,960,https://github.com/songquanpeng/one-api
24608245-3657-4432-814b-6c1181ac01db,Esri/esri-leaflet,esri leaflet a lightweight set of tools for working with arcgis services in leaflet rocket,JavaScript,"javascript,web-development,hacktoberfest",1644,28,https://github.com/Esri/esri-leaflet
5c232c1e-c787-4241-9313-cfed5a5ee85b,jsdoc/jsdoc,jsdoc an api documentation generator for javascript,JavaScript,"javascript,api,documentation",15267,448,https://github.com/jsdoc/jsdoc
4217f9a1-ab21-4390-acb2-1e2fde1e94fb,YMFE/yapi,yapi yapi qa,JavaScript,api,27609,1612,https://github.com/YMFE/yapi
ace87127-e1bc-47bf-ad07-9db904d10943,facebook/stylex,stylex stylex is the styling system for ambitious user interfaces,JavaScript,,8692,60,https://github.com/facebook/stylex
da844669-ea94-4315-a6da-cf2ce190267a,matthieua/WOW,wow reveal css animation as you scroll down a page,JavaScript,,9958,189,https://github.com/matthieua/WOW
46f647cb-52da-4b8b-b9e6-1991b75428a6,WhitestormJS/whs.js,whs js rocket super fast 3d framework for web applications games based on three js,JavaScript,"physics,framework,high-performance,web-development,webpack,react",6230,55,https://github.com/WhitestormJS/whs.js
5db8886b-1d59-40c8-908b-2b212d0f0c75,goofychris/art-template,art template high performance javascript templating engine,JavaScript,"javascript,nodejs,koa,express,webpack",9875,92,https://github.com/goofychris/art-template
bc1dfb72-79cc-4ffa-83e9-bb55d4542a44,google/zx,zx a tool for writing better scripts,JavaScript,"javascript,nodejs,shell,bash,cli",44328,15,https://github.com/google/zx
005ed456-e383-4031-8ed2-4f483513dd2d,cryptee/web-client,web client cryptee s web client source code for all platforms,JavaScript,"notes,privacy,encryption",496,45,https://github.com/cryptee/web-client
0ef450c0-56b6-4d8a-b777-b561d6e1dc48,go-shiori/shiori-web-ext,shiori web ext web extension for using shiori in firefox and chrome,JavaScript,"hacktoberfest,webextension",497,25,https://github.com/go-shiori/shiori-web-ext
fc504585-60a8-4221-8951-b64c7e1e3281,adrai/flowchart.js,flowchart js draws simple svg flow chart diagrams from textual representation of the diagram,JavaScript,"diagram,javascript",8652,105,https://github.com/adrai/flowchart.js
32efcea9-e859-4eba-8f51-d30348d3941d,lockfale/OSINT-Framework,osint framework osint framework,JavaScript,,8991,76,https://github.com/lockfale/OSINT-Framework
cc318b4a-b246-47d7-a2ac-642666ef78a6,foliojs/png.js,png js a animated png decoder in javascript for the html5 canvas element and node js,JavaScript,,497,49,https://github.com/foliojs/png.js
65eb106e-41bb-4d65-b373-79758e6a1927,Wisembly/basil.js,basil js the missing javascript smart persistent layer,JavaScript,,1977,23,https://github.com/Wisembly/basil.js
ea3c7170-6f9e-4ce2-b219-37ad6c959a91,nishantwrp/gsoc-organizations,gsoc organizations a site for viewing and analyzing the info of the organizations participating in google summer of code,JavaScript,"open-source,hacktoberfest,gatsby,redoc,github",498,42,https://github.com/nishantwrp/gsoc-organizations
f27b583e-569e-4f49-b943-d157e00fff6c,apkunpacker/AntiFrida_Bypass,antifrida bypass generic script to bypass some antifrida checks,JavaScript,,499,8,https://github.com/apkunpacker/AntiFrida_Bypass
1d24f306-af78-4a8b-9cf8-c6702eba9e29,jeffharrell/minicart,minicart the minicart is a great way to improve your paypal shopping cart integration,JavaScript,,500,73,https://github.com/jeffharrell/minicart
5477eb69-40a7-429c-9813-17b14c4d1ac4,acode/copenhagen,copenhagen free lightweight and hackable open source code editor for the web,JavaScript,,499,9,https://github.com/acode/copenhagen
b2ab251a-8bd2-498b-aa21-c4c930cd808d,nuejs/nue,nue standards first web framework taking html css js and wasm to their peak,JavaScript,"javascript,javascript-framework,design",8767,73,https://github.com/nuejs/nue
dd6b09c4-f399-4802-8ded-060888af8c0b,sindresorhus/on-change,on change watch an object or array for changes,JavaScript,"change-detection,nodejs,npm-package",1990,10,https://github.com/sindresorhus/on-change
4eaa54b5-ae6e-4c6c-a94c-17c4932975e5,neptunian/react-photo-gallery,react photo gallery react photo gallery,JavaScript,,1999,80,https://github.com/neptunian/react-photo-gallery
69d2bf40-4e4b-44a4-bd96-8a38df90e792,letsgetrandy/brototype,brototype bro do you even,JavaScript,,1963,9,https://github.com/letsgetrandy/brototype
7014ab6f-0b0c-4bf7-a3f6-4a5425b7d55b,pixeltris/TwitchAdSolutions,twitchadsolutions ,JavaScript,,9550,16,https://github.com/pixeltris/TwitchAdSolutions
da157014-3d99-4290-9acc-8cb78f6b6640,florianheinemann/passwordless,passwordless node js express module to authenticate users without password,JavaScript,,1951,24,https://github.com/florianheinemann/passwordless
f98398ac-774e-417b-85cd-fdace41ec059,artilleryio/artillery,artillery the complete load testing platform everything you need for production grade load tests serverless distributed load test with playwright load test http apis graphql websocket and more use any node js module,JavaScript,"serverless,api,testing,grpc,lambda,automation,browser,javascript,typescript,aws,performance,websocket",8542,485,https://github.com/artilleryio/artillery
9110c7bd-b8f0-48b6-9b84-d63f631fda42,jakejs/jake,jake javascript build tool similar to make or rake built to work with node js,JavaScript,,1975,77,https://github.com/jakejs/jake
78bb4ed9-fc2b-48fb-8e1d-02e67ed7969a,cortexlabs/cortex,cortex production infrastructure for machine learning at scale,Go,machine-learning,8037,131,https://github.com/cortexlabs/cortex
d5935dd6-8244-4f4d-89a1-96e6bd1eb0ae,D3Ext/Hooka,hooka shellcode loader generator with multiples features,Go,"golang,red-team",486,7,https://github.com/D3Ext/Hooka
0d3f2251-be83-4ab4-ab6d-587f6210af22,gocolly/colly,colly elegant scraper and crawler framework for golang,Go,"golang,framework,crawler,scraping,spider,go",24428,192,https://github.com/gocolly/colly
18afc3bc-b83b-4401-a3fd-21aa7074bf2a,AliyunContainerService/gpushare-device-plugin,gpushare device plugin gpu sharing device plugin for kubernetes cluster,Go,,486,32,https://github.com/AliyunContainerService/gpushare-device-plugin
9ab546eb-d2f1-4b71-b65f-844b479402da,tazjin/nixery,nixery container registry which transparently builds images using the nix package manager canonical repository is,Go,"docker,kubernetes",1895,33,https://github.com/tazjin/nixery
bae1d0d0-5317-4025-9d27-23f57c169033,rasadov/EcommerceAPI,ecommerceapi modular e commerce backend with a graphql gateway and grpc microservices for accounts products orders and recommendations,Go,"backend,docker,docker-compose,ecommerce,elasticsearch,event-driven,gin,go,graphql,grpc,kafka,microservices,postgresql,protobuf,python,recommender-system",499,0,https://github.com/rasadov/EcommerceAPI
a8bf9943-4fab-46bb-9924-0de7903f3689,redpanda-data/connect,connect fancy stream processing made operationally mundane,Go,"stream-processing,streaming-data,logs,go,golang,kafka,rabbitmq,data-engineering",8401,525,https://github.com/redpanda-data/connect
1c222961-8f4c-4027-8be1-f72f5457d0f5,teamhanko/hanko,hanko privacy first authentication and user management system with flexible apis and ui web components open source alternative to auth0 cognito clerk descope stytch,Go,"authentication,oauth,sso,mfa",8228,70,https://github.com/teamhanko/hanko
b01d2f3e-b462-49c8-84a0-df516f2edda1,utkuozdemir/pv-migrate,pv migrate cli tool to easily migrate kubernetes persistent volumes,Go,kubernetes,1986,28,https://github.com/utkuozdemir/pv-migrate
4ee129df-4946-44a8-9f90-54e829b49419,HammerCloth/tiktok,tiktok the simple tiktok backend which supports video feed stream video contribution personal information like list user comments follow list fan list etc,Go,"go,ffmpeg,golang,mysql,rabbitmq,ssh",491,5,https://github.com/HammerCloth/tiktok
9572e7c2-a88c-4936-a1b5-f2e5cf3554c4,LelouchFR/skill-icons,skill icons fork of official skill icons repository showcase your skills on your github readme or resum with ease,Go,icons,493,40,https://github.com/LelouchFR/skill-icons
c1ca518c-c12b-4684-bf99-0d0e11608ac6,XIU2/CloudflareSpeedTest,cloudflarespeedtest ip cloudflare cdn ip cdn ip,Go,"golang,go",22197,23,https://github.com/XIU2/CloudflareSpeedTest
7712c321-e108-4bb3-8f2c-b79ad9c7eef2,proferosec/log4jScanner,log4jscanner log4jscanner provides the ability to scan internal subnets for vulnerable log4j web services,Go,,488,6,https://github.com/proferosec/log4jScanner
b9dbed8f-4830-4c64-8941-cbc9e9f925ce,prometheus-operator/prometheus-operator,prometheus operator prometheus operator creates configures manages prometheus clusters atop kubernetes,Go,"kubernetes,monitoring,hacktoberfest",9542,248,https://github.com/prometheus-operator/prometheus-operator
26bf3201-f304-43df-8360-2226dd58ab79,nikepan/clickhouse-bulk,clickhouse bulk collects many small inserts to clickhouse and send in big inserts,Go,,498,26,https://github.com/nikepan/clickhouse-bulk
ead2ad0b-3b52-4479-971d-529b93833e6f,mudler/LocalAI,localai robot the free open source alternative to openai claude and others self hosted and local first drop in replacement for openai running on consumer grade hardware no gpu required runs gguf transformers diffusers and many more models architectures features generate text audio video images voice cloning distributed p2p inference,Go,"llama,ai,llm,api,kubernetes,tts,audio-generation,distributed",33775,481,https://github.com/mudler/LocalAI
85c452ce-be59-4a25-b6b3-6999b6ef7dde,dennwc/dom,dom dom library for go and wasm,Go,"golang,webassembly,dom",499,10,https://github.com/dennwc/dom
65044e5e-9d41-467a-81a6-bef7f15fb202,golang/protobuf,protobuf go support for google s protocol buffers,Go,"go,golang,protobuf",9979,116,https://github.com/golang/protobuf
b8cc491a-f887-4950-84e8-105b19806523,alibaba/open-local,open local cloud native local storage management system for stateful workload low latency with simplicity,Go,"kubernetes,storage,cloud-native",493,39,https://github.com/alibaba/open-local
26a297d7-a9b2-4945-89b8-5c746044f8a6,inbug-team/InScan,inscan ,Go,,1864,23,https://github.com/inbug-team/InScan
0a3a8f7a-b7a7-45c6-aea1-c48d282c6d1a,ArtalkJS/Artalk,artalk your self hosted comment system,Go,"blog,self-hosted,golang,comments,comments-widget,components,go,react,telegram,typescript,ui-components,vue",1964,92,https://github.com/ArtalkJS/Artalk
7d76f632-f6db-43a4-bc98-4b1040d35b38,aliyun/ossutil,ossutil a user friendly command line tool to access alicloud oss,Go,,489,67,https://github.com/aliyun/ossutil
28178c0c-b7bb-4ce5-9c52-ba37876e54b0,kedacore/keda,keda keda is a kubernetes based event driven autoscaling component it provides event driven scale for any container running in kubernetes,Go,"kubernetes,serverless,event-driven,hacktoberfest",9237,230,https://github.com/kedacore/keda
a201e791-6431-41a0-8c74-4cce93b12ed6,air-verse/air,air live reload for go apps,Go,"tools,go,gin,docker",20973,178,https://github.com/air-verse/air
e3638187-7dc5-4d88-a55c-3ec2cd2654b9,chainguard-dev/melange,melange build apks from source code,Go,,495,235,https://github.com/chainguard-dev/melange
33cea61d-d818-4e46-9a0a-5df9d22c15e4,fission/fission,fission fast and simple serverless functions for kubernetes,Go,"kubernetes,serverless,serverless-functions,go,lambda,docker,containers,devops,cloud-native,hacktoberfest",8689,198,https://github.com/fission/fission
13be65aa-1f82-449c-88cd-8bf44137eaf1,ipinfo/cli,cli official command line interface for the ipinfo api ip geolocation and other types of ip data,Go,"golang,cli",1879,13,https://github.com/ipinfo/cli
94068c55-1115-48cb-a2f2-3743737da4cb,hashicorp/terraform-provider-kubernetes-alpha,terraform provider kubernetes alpha a terraform provider for kubernetes that uses dynamic resource types and server side apply supports all kubernetes resources,Go,"terraform,kubernetes,infrastructure-as-code",486,76,https://github.com/hashicorp/terraform-provider-kubernetes-alpha
88b38afb-2324-4e2a-a1dc-d7ed4d167687,faiface/gui,gui super minimal rock solid foundation for concurrent gui in go,Go,,491,7,https://github.com/faiface/gui
43ce0762-0a46-4231-b11a-abf20cdee064,gin-gonic/gin,gin gin is a http web framework written in go golang it features a martini like api with much better performance up to 40 times faster if you need smashing performance get yourself some gin,Go,"server,middleware,framework,go,router,performance,gin",83058,862,https://github.com/gin-gonic/gin
dee2ba95-cc6d-4c09-8bbd-e1a1720e5861,cpmech/gosl,gosl linear algebra eigenvalues fft bessel elliptic orthogonal polys geometry nurbs numerical quadrature 3d transfinite interpolation random numbers mersenne twister probability distributions optimisation differential equations,Go,optimization,1857,0,https://github.com/cpmech/gosl
028e9d52-80d7-42ef-9ec6-5f12f1385f03,sjwhitworth/golearn,golearn machine learning for go,Go,,9411,89,https://github.com/sjwhitworth/golearn
5907b521-3d44-4ce5-9989-2c4c823e31b1,kubernetes/client-go,client go go client for kubernetes,Go,,9498,20,https://github.com/kubernetes/client-go
3ae337d9-6760-4d6c-b3ff-1f756b49dccc,octelium/octelium,octelium a next gen foss self hosted unified zero trust secure access platform that can operate as a remote access vpn a ztna beyondcorp architecture api ai gateway a paas an infrastructure for mcp a2a architectures or even as an ngrok alternative and a homelab infrastructure,Go,"api-gateway,mcp,mfa,ssh,sso,kubernetes",1930,0,https://github.com/octelium/octelium
44996e76-0422-42d4-a8f2-432e12923b1e,gitleaks/gitleaks,gitleaks find secrets with gitleaks,Go,"security,security-tools,git,golang,go,devsecops,hacktoberfest,ci-cd,cicd,cli,open-source,llm,llm-inference",21427,287,https://github.com/gitleaks/gitleaks
1973520d-d7ff-4c79-ab3a-5b8a21fdfa81,BishopFox/sliver,sliver adversary emulation framework,Go,"security-tools,golang,http,red-team",9636,250,https://github.com/BishopFox/sliver
9898071e-bb06-45a7-94b0-dbbd82b012a1,djhworld/simple-computer,simple computer the scott cpu from but how do it know by j clark scott,Go,,1925,2,https://github.com/djhworld/simple-computer
74e5c4bf-2fbe-4191-9fda-723766f773f2,krillinai/KlicStudio,klicstudio a video translation and dubbing tool powered by llms offering professional grade translations and one click full process deployment it can generate content optimized for platforms like youtube tiktok and shorts ai tiktok youtube shorts,Go,tts,8037,42,https://github.com/krillinai/KlicStudio
c49ff8b5-a195-4a35-b4c0-847913166218,jesseduffield/lazygit,lazygit simple terminal ui for git commands,Go,"cli,git,terminal",61804,753,https://github.com/jesseduffield/lazygit
e7c06ca1-9f96-45c4-beb9-14af5d8f46bf,refraction-networking/utls,utls fork of the go standard tls library providing low level access to the clienthello for mimicry purposes,Go,"tls,golang,crypto",1959,32,https://github.com/refraction-networking/utls
6debc8ed-89fd-4ec5-9ab7-b1eb2e579431,gokcehan/lf,lf terminal file manager,Go,"terminal,file-manager",8385,106,https://github.com/gokcehan/lf
2e9c6072-e5c3-403b-901d-def6470d7d99,haccer/subjack,subjack subdomain takeover tool written in go,Go,"go,golang,bugbounty,security",1984,48,https://github.com/haccer/subjack
07491d61-47d1-4a04-acc3-df7ec6603725,gofiber/fiber,fiber express inspired web framework written in go,Go,"go,golang,fiber,web,rest-api,performance,nodejs,express,framework,hacktoberfest",37085,103,https://github.com/gofiber/fiber
6eaf484d-fc26-4f94-a4c6-811b218f558a,hashicorp/raft,raft golang implementation of the raft consensus protocol,Go,,8680,44,https://github.com/hashicorp/raft
ae743f00-1d0b-4667-b703-ba449e9ee37c,jesseduffield/horcrux-ui,horcrux ui gui for horcrux,Go,,499,6,https://github.com/jesseduffield/horcrux-ui
c2765b6e-0e91-412e-b957-9d3ba97a434e,gruntwork-io/terragrunt,terragrunt terragrunt is a flexible orchestration tool that allows infrastructure as code written in opentofu terraform to scale,Go,"terraform,devops,cli,aws,developer-tools",8784,297,https://github.com/gruntwork-io/terragrunt
e01a2095-6e1e-4199-afe6-cf692d8f6ae9,cadence-workflow/cadence,cadence cadence is a distributed scalable durable and highly available orchestration engine to execute asynchronous long running business logic in a scalable and resilient way,Go,"uber,distributed-systems,golang,java",8760,135,https://github.com/cadence-workflow/cadence
24d8355d-57a6-4dc7-955a-dbb571a90d3f,howeyc/fsnotify,fsnotify file system notification for go,Go,,1985,25,https://github.com/howeyc/fsnotify
d79bc3d3-378a-49de-b92c-e674b27c5153,Workiva/go-datastructures,go datastructures a collection of useful performant and threadsafe go datastructures,Go,,7815,30,https://github.com/Workiva/go-datastructures
9f029160-b537-4573-9897-3508dc20d89a,fatih/color,color color package for go golang,Go,"golang,go,color,ansi",7672,22,https://github.com/fatih/color
16224d38-66d8-472d-a74e-fd1ff21bf347,rsc/2fa,2fa two factor authentication on the command line,Go,,1860,17,https://github.com/rsc/2fa
1bc4affe-11e6-4d58-ae92-16c68a5d59ad,natesales/q,q a tiny command line dns client with support for udp tcp dot doh doq and odoh,Go,,1983,29,https://github.com/natesales/q
60f56607-8641-47d2-9ed0-f7fd201694e1,onexstack/onex,onex go,Go,"docker,go,golang,kubernetes,ai",494,8,https://github.com/onexstack/onex
29f686a9-70e1-4390-9569-9c0d06c5d8c7,go-chi/chi,chi lightweight idiomatic and composable router for building go http services,Go,"http,router,context,middleware,api,rest-api,microservices,golang,go",20098,84,https://github.com/go-chi/chi
1abdf9ea-2ed2-425d-8bb1-3dd8cf3ff55e,cloudflare/gokeyless,gokeyless go implementation of the keyless protocol,Go,tls,490,12,https://github.com/cloudflare/gokeyless
86ebece6-ea75-4f19-a500-16d46dabcc7d,srl-labs/containerlab,containerlab container based networking labs,Go,containers,1982,55,https://github.com/srl-labs/containerlab
6ac1abd4-798f-4855-8b3f-2096bfaecd1d,unrolled/render,render go package for easily rendering json xml binary data and html templates responses,Go,"golang,go,html,json",1967,1,https://github.com/unrolled/render
ad345cba-3ddf-4223-8b09-0363798c4227,judwhite/go-svc,go svc go windows service wrapper that plays nice with linux,Go,,493,8,https://github.com/judwhite/go-svc
f0cc25ef-d708-492b-8d09-4790a13b8cbc,Shopify/kubeaudit,kubeaudit kubeaudit helps you audit your kubernetes clusters against common security controls,Go,"kubernetes,audit",1922,47,https://github.com/Shopify/kubeaudit
74455066-57ba-4970-ab16-7e59fc66b066,gin-contrib/cors,cors official cors gin s middleware,Go,,1912,32,https://github.com/gin-contrib/cors
40109412-cbf8-47f8-84fa-869b9831744d,ray-project/kuberay,kuberay a toolkit to run ray applications on kubernetes,Go,"machine-learning,kubernetes,ray,deep-learning",1873,461,https://github.com/ray-project/kuberay
3e5ea0d9-8587-4651-8395-c51a10d8d7a5,ko-build/ko,ko build and deploy go applications,Go,"kubernetes,go,golang,containers,docker",8059,52,https://github.com/ko-build/ko
7e6f9812-1ac5-4cf8-beb3-a403f5f4e56d,icexin/gocraft,gocraft a minecraft like game written in go,Go,"game,minecraft,golang",1899,9,https://github.com/icexin/gocraft
86918654-62dd-4615-bd4c-1fcbfa26e213,nsqio/go-diskqueue,go diskqueue a go package providing a filesystem backed fifo queue,Go,go,487,10,https://github.com/nsqio/go-diskqueue
e425d36c-7aa0-4b3b-9649-bb9697f2d7ef,teh-cmc/go-internals,go internals a book about the internals of the go programming language,Go,"golang,go,book",7888,11,https://github.com/teh-cmc/go-internals
4e99761d-970f-4489-a409-3bde9b431fbc,gocircuit/circuit,circuit circuit dynamic cloud orchestration,Go,,1988,13,https://github.com/gocircuit/circuit
f6d3c01e-7581-4be8-88f3-9b7e95f1a913,medama-io/medama,medama self hostable privacy focused website analytics,Go,"analytics,privacy,self-hosted,metrics,dashboard,duckdb,go",488,29,https://github.com/medama-io/medama
7ba7da24-da87-4eb9-b2f9-a7b7f3f58976,qwerttvv/Beijing-IPTV,beijing iptv iptv,Go,,1952,0,https://github.com/qwerttvv/Beijing-IPTV
43cec258-647c-4ab7-9227-5ee7a9b6ebcd,a-h/templ,templ a language for writing html user interfaces in go,Go,"lsp,go",9459,70,https://github.com/a-h/templ
4316e65e-df16-4575-8ee9-d2ae7acbb814,inancgumus/learngo,learngo 1000 hand crafted go examples exercises and quizzes learn go by fixing 1000 tiny programs,Go,"golang,go,learn-go,best-practices,tutorial,learning-by-doing,design-patterns",19383,40,https://github.com/inancgumus/learngo
2f9f695d-9bf0-4662-84bd-3ebd2e324292,davecheney/godoc2md,godoc2md simple translation from godoc to markdown,Go,,490,13,https://github.com/davecheney/godoc2md
da05b4d0-2d1c-481a-beda-4b5c6ec9df0d,labstack/echo,echo high performance minimalist go web framework,Go,"go,web,middleware,microservice,websocket,http2,web-framework",31246,106,https://github.com/labstack/echo
86cbf432-869c-4f2d-967c-5bd87e6c81ed,larien/aprenda-go-com-testes,aprenda go com testes aprenda go com desenvolvimento orientado a testes,Go,"tdd,go,golang,testing,learn-go",494,41,https://github.com/larien/aprenda-go-com-testes
0a09c329-1af2-4ae6-901b-03308715cb6e,tektoncd/pipeline,pipeline a cloud native pipeline resource,Go,"kubernetes,hacktoberfest",8701,403,https://github.com/tektoncd/pipeline
7ce37329-4907-4876-9eef-0fe39e02f55c,bytedance/gopkg,gopkg universal utilities for go,Go,,1900,45,https://github.com/bytedance/gopkg
518881dc-dd95-44b7-9692-8e2099392844,petermattis/goid,goid ,Go,,488,1,https://github.com/petermattis/goid
2450a74f-2fd3-48f4-b191-95539ca8ac67,wagoodman/dive,dive a tool for exploring each layer in a docker image,Go,"docker,docker-image,cli,tui",51363,169,https://github.com/wagoodman/dive
7aee8ac2-5d00-4f80-bf3a-2fa03d79a6b1,xo/usql,usql universal command line interface for sql databases,Go,"sql,postgresql,mysql,sqlite3,command-line,database,golang,mariadb,go,postgres,sqlite",9422,95,https://github.com/xo/usql
65ca606b-4f9e-4a87-88ee-9606e049fc54,proptest-rs/proptest,proptest hypothesis like property testing for rust,Rust,,1898,136,https://github.com/proptest-rs/proptest
089b3ac9-57b3-449e-a6ff-2d7ce51832b8,cantino/mcfly,mcfly fly through your shell history great scott,Rust,"rust,shell,search",7296,122,https://github.com/cantino/mcfly
cb2809cb-241d-4a02-b8b7-ff9c9d660911,rust-windowing/winit,winit window handling library in pure rust,Rust,"rust,android,ios,macos,wasm,windows,gui,rust-lang",5401,554,https://github.com/rust-windowing/winit
eeee9d43-ecfc-4b17-9c54-51301a44a543,timvisee/ffsend,ffsend mailbox with mail easily and securely share files from the command line a fully featured firefox send client,Rust,"cli,encryption,rust,hacktoberfest",7159,32,https://github.com/timvisee/ffsend
f93adb26-ec81-4d2f-b2b9-d5dc0d455607,rust-bpf/rust-bcc,rust bcc user friendly rust bindings for the bpf compiler collection,Rust,,481,3,https://github.com/rust-bpf/rust-bcc
db7353d9-b10d-4070-9ff1-780a505d0253,MoonZoon/MoonZoon,moonzoon rust fullstack framework,Rust,"rust,framework,wasm",1825,25,https://github.com/MoonZoon/MoonZoon
6361b7a2-e845-4a90-9c7a-4443b9df61db,unknownue/vulkan-tutorial-rust,vulkan tutorial rust following the vulkan tutorial using the rust programming language,Rust,"tutorial,rust",489,6,https://github.com/unknownue/vulkan-tutorial-rust
607cc4e3-5dd8-492e-863b-47927c60df5c,neon-bindings/neon,neon rust bindings for writing safe and fast native node js modules,Rust,,8281,108,https://github.com/neon-bindings/neon
5f60dc39-305c-44a8-bb67-fdcc63c321ad,joshstevens19/reth-indexer,reth indexer reth indexer reads directly from the reth db and indexes the data into traditional and alternative databases datastores postgres gcp bigquery etc all decoded with a simple config file and no extra setup alongside exposing a api ready to query the data,Rust,,493,15,https://github.com/joshstevens19/reth-indexer
776d15bb-53fc-4c95-9274-7b69208e44d0,elodin-sys/elodin,elodin elodin simulation and flight software monorepo,Rust,rust,471,7,https://github.com/elodin-sys/elodin
9890537e-421c-4473-bae5-ed7d436f52e7,filecoin-project/rust-fil-proofs,rust fil proofs proofs for filecoin in rust,Rust,,497,0,https://github.com/filecoin-project/rust-fil-proofs
087d197e-0457-4c07-8b2b-b1cb1ecf197c,lgarron/folderify,folderify file folder generate pixel perfect macos folder icons in the native style now with support for macos 26 tahoe,Rust,"macos,icons,graphics,rust",1794,16,https://github.com/lgarron/folderify
ec8a7497-6ad4-4d2d-a9b0-f82563c3d52e,actix/actix,actix actor framework for rust,Rust,"rust,actor-model,concurrency,hacktoberfest",8918,36,https://github.com/actix/actix
24c7d5ee-1ffe-4a52-939f-4db1ffd19073,jasonjmcghee/plock,plock from anywhere you can type query and stream the output of an llm or any other script,Rust,"cross-platform,llm,gpt,context,tool,bash,shell",497,9,https://github.com/jasonjmcghee/plock
85f927e7-29fa-4972-95f5-664324b0a5b2,K4rakara/freshfetch,freshfetch a fresh take on neofetch,Rust,rust,487,20,https://github.com/K4rakara/freshfetch
45f0b55d-0adf-429b-8788-a316538635e0,loco-rs/loco,loco the one person framework for rust for side projects and startups,Rust,"api,rust,rust-lang",7874,30,https://github.com/loco-rs/loco
fde49259-8c94-40d5-8cdd-f19e50805002,second-state/wasm-learning,wasm learning building rust functions for node js to take advantage of rust s performance webassembly s security and portability and javascript s ease of use demo code and recipes,Rust,"wasm,webassembly,rust,javascript,nodejs,microservice,tutorial,wasm-bindgen",497,16,https://github.com/second-state/wasm-learning
45b0a4d4-3488-4db0-8ad7-8dab8200b97c,spinframework/spin,spin spin is the open source developer tool for building and running serverless applications powered by webassembly,Rust,"webassembly,serverless",5967,307,https://github.com/spinframework/spin
ea9e70ad-482a-4224-9062-7fa8f3d176db,parallaxsecond/parsec,parsec platform abstraction for security service,Rust,,488,80,https://github.com/parallaxsecond/parsec
b0254b9e-8ea5-4d0c-81b1-0ad2bf84add4,afnanenayet/diffsitter,diffsitter a tree sitter based ast difftool to get meaningful semantic diffs,Rust,"diff,ast,rust,parser",1799,23,https://github.com/afnanenayet/diffsitter
31ebc9a6-6475-475e-a908-ca1036979efa,spider-rs/spider,spider web crawler and scraper for rust,Rust,"crawler,rust,spider,scraping,automation",1852,0,https://github.com/spider-rs/spider
3983ca81-8e01-4359-b642-6e31bcdf1729,slawlor/ractor,ractor rust actor framework,Rust,,1764,16,https://github.com/slawlor/ractor
cec27924-4dfb-4843-af57-85c9cd7e06c7,risingwavelabs/risingwave,risingwave stream processing and management platform,Rust,"database,stream-processing,rust,postgresql,kafka,data-engineering",7973,1245,https://github.com/risingwavelabs/risingwave
dd0b75bf-d9e1-47b8-812b-ce3d9bc8bb5c,GreptimeTeam/greptimedb,greptimedb open source cloud native unified observability database for metrics logs and traces supporting sql promql streaming available on greptimecloud,Rust,"cloud-native,database,distributed,rust,sql,time-series,analytics,metrics,monitoring,logs",5368,227,https://github.com/GreptimeTeam/greptimedb
c9cc65bf-b1df-4ef6-8c09-d85f76dc6ad1,uiua-lang/uiua,uiua a stack based array programming language,Rust,rust,1850,22,https://github.com/uiua-lang/uiua
c2e48860-1055-4e51-b804-e3ea3f72b006,SoftbearStudios/bitcode,bitcode a binary encoder decoder for rust,Rust,"rust,rust-lang,serialization",487,31,https://github.com/SoftbearStudios/bitcode
7b6cbea5-5542-4d12-ad32-9e41c285e979,audulus/rui,rui declarative rust ui library,Rust,"rust,gui,gpu,graphics,ui",1898,15,https://github.com/audulus/rui
f114011d-c582-4ecf-a4e2-61d049601ee8,CasualX/apexdream,apexdream apex legends external cheat for unknowncheats in rust,Rust,,496,0,https://github.com/CasualX/apexdream
f35168ae-4b36-4b2b-b1e3-406b609b7457,sxyazi/yazi,yazi blazing fast terminal file manager written in rust based on async i o,Rust,"asyncio,concurrency,file-manager,linux,macos,rust,tui,windows,terminal,android,productivity,cli,command-line,developer-tools,filesystem,cross-platform",26500,52,https://github.com/sxyazi/yazi
879e7ee3-9ed0-4095-ad84-2bb0dc895788,static-web-server/static-web-server,static web server a cross platform high performance and asynchronous web server for static files serving,Rust,"rust-lang,http-server,docker-image,linux,tls,http2,windows,macos,android",1860,23,https://github.com/static-web-server/static-web-server
a503938f-b89f-4e6b-bd61-61ae18a9d288,not-an-aardvark/lucky-commit,lucky commit customize your git commit hashes,Rust,git,1876,0,https://github.com/not-an-aardvark/lucky-commit
b178018e-df9e-44b0-9969-3537c70d2a26,mullvad/udp-over-tcp,udp over tcp proxy udp traffic over a tcp stream,Rust,,476,15,https://github.com/mullvad/udp-over-tcp
7f697396-0470-4bb0-8368-573e1440dc78,sharkdp/hyperfine,hyperfine a command line benchmarking tool,Rust,"command-line,tool,benchmark,rust,cli,terminal",25585,55,https://github.com/sharkdp/hyperfine
